,Fixed telephone subscriptions,Urban population,Rural population,"Population ages 65 and above, male","Population ages 65 and above, total","Population ages 65 and above, female","Population ages 15-64, total","Population ages 15-64, male","Population ages 15-64, female","Population ages 0-14, male","Population ages 0-14, total","Population ages 0-14, female","Agriculture, forestry, and fishing, value added (current US$)","Industry (including construction), value added (current US$)","Manufacturing, value added (current US$)","Services, value added (current US$)",Mobile cellular subscriptions,Fixed broadband subscriptions,"Air transport, registered carrier departures worldwide",Country
2017,1143852.0,1172526.0,1582663.0,124340.0,336955.0,212614.0,1896287.0,921192.0,975096.0,264853.0,521947.0,257095.0,1109337700.0,2115220200.0,1117140700.0,5144234000.0,3746644.0,584330.0,14116.0,Moldova
2018,1108200.0,1154054.0,1553149.0,125694.0,341469.0,215775.0,1844857.0,897159.0,947698.0,264466.0,520877.0,256411.0,1176784800.0,2595292700.0,1284941200.0,6135764000.0,3636931.0,623135.0,13590.0,Moldova
2019,1071514.0,1138316.0,1525908.0,127060.0,346440.0,219380.0,1798902.0,875651.0,923251.0,263693.0,518882.0,255188.0,1217619700.0,2697592800.0,1273372700.0,6502429700.0,3613846.0,670530.0,11899.0,Moldova
2020,1027689.0,1129127.0,1506003.0,128435.0,351930.0,223495.0,1765415.0,859951.0,905464.0,263448.0,517785.0,254337.0,1030813000.0,2706655200.0,1244441200.0,6576674000.0,3420383.0,719001.0,2851.909,Moldova
2021,1000228.0,1124483.0,1490716.0,128945.0,355827.0,226882.0,1741405.0,848577.0,892829.0,263862.0,517967.0,254105.0,1420621000.0,2818912800.0,1282870700.0,7503711000.0,3900179.0,762333.0,,Moldova
1960,3660.0,21797.0,0.0,1618.0,4122.0,2505.0,14530.0,6578.0,7952.0,1584.0,3145.0,1561.0,,,,,0.0,,,Monaco
1961,3660.0,21907.0,0.0,1664.0,4253.0,2589.0,14659.0,6662.0,7997.0,1516.0,2996.0,1480.0,,,,,,,,Monaco
1962,3660.0,22106.0,0.0,1711.0,4382.0,2671.0,14754.0,6726.0,8028.0,1507.0,2969.0,1462.0,,,,,,,,Monaco
1963,3660.0,22442.0,0.0,1762.0,4517.0,2754.0,14807.0,6764.0,8043.0,1586.0,3119.0,1533.0,,,,,,,,Monaco
1964,3660.0,22766.0,0.0,1816.0,4654.0,2838.0,14845.0,6792.0,8053.0,1664.0,3268.0,1604.0,,,,,,,,Monaco
1965,6000.0,23022.0,0.0,1869.0,4786.0,2917.0,14879.0,6819.0,8060.0,1714.0,3357.0,1644.0,,,,,0.0,,,Monaco
1966,6000.0,23198.0,0.0,1922.0,4913.0,2991.0,14917.0,6854.0,8063.0,1722.0,3368.0,1646.0,,,,,,,,Monaco
1967,6000.0,23281.0,0.0,1975.0,5033.0,3059.0,14969.0,6897.0,8072.0,1678.0,3279.0,1602.0,,,,,,,,Monaco
1968,6000.0,23481.0,0.0,2019.0,5134.0,3115.0,15069.0,6962.0,8107.0,1679.0,3279.0,1600.0,,,,,,,,Monaco
1969,6000.0,23875.0,0.0,2056.0,5218.0,3162.0,15225.0,7046.0,8178.0,1757.0,3432.0,1675.0,,,,,,,,Monaco
1970,7500.0,24270.0,0.0,2102.0,5317.0,3215.0,15409.0,7138.0,8271.0,1816.0,3544.0,1728.0,,,,,0.0,,,Monaco
1971,7500.0,24610.0,0.0,2156.0,5436.0,3280.0,15579.0,7228.0,8351.0,1844.0,3595.0,1751.0,,,,,,,,Monaco
1972,7500.0,24889.0,0.0,2213.0,5565.0,3353.0,15712.0,7309.0,8404.0,1850.0,3612.0,1761.0,,,,,,,,Monaco
1973,7500.0,25102.0,0.0,2268.0,5701.0,3432.0,15844.0,7395.0,8449.0,1820.0,3557.0,1737.0,,,,,,,,Monaco
1974,7500.0,25262.0,0.0,2325.0,5845.0,3520.0,15974.0,7481.0,8493.0,1762.0,3444.0,1681.0,,,,,,,,Monaco
1975,10000.0,25524.0,0.0,2364.0,5943.0,3579.0,16125.0,7581.0,8544.0,1769.0,3456.0,1687.0,,,,,0.0,,,Monaco
1976,12000.0,25898.0,0.0,2375.0,5980.0,3605.0,16338.0,7716.0,8623.0,1832.0,3580.0,1748.0,,,,,0.0,,,Monaco
1977,12800.0,26242.0,0.0,2381.0,5998.0,3617.0,16584.0,7861.0,8723.0,1872.0,3660.0,1787.0,,,,,0.0,,,Monaco
1978,13400.0,26553.0,0.0,2389.0,6008.0,3619.0,16844.0,8011.0,8833.0,1893.0,3701.0,1809.0,,,,,0.0,,,Monaco
1979,13900.0,26834.0,0.0,2403.0,6023.0,3620.0,17125.0,8164.0,8961.0,1887.0,3686.0,1798.0,,,,,0.0,,,Monaco
1980,14600.0,27076.0,0.0,2424.0,6047.0,3623.0,17415.0,8313.0,9103.0,1855.0,3614.0,1759.0,,,,,0.0,,5800.0,Monaco
1981,15300.0,27284.0,0.0,2457.0,6087.0,3630.0,17707.0,8461.0,9246.0,1795.0,3491.0,1696.0,,,,,0.0,,5800.0,Monaco
1982,16300.0,27573.0,0.0,2481.0,6125.0,3644.0,18018.0,8637.0,9381.0,1762.0,3430.0,1669.0,,,,,0.0,,5800.0,Monaco
1983,17700.0,27985.0,0.0,2489.0,6151.0,3663.0,18315.0,8819.0,9496.0,1805.0,3519.0,1714.0,,,,,0.0,,5800.0,Monaco
1984,18900.0,28407.0,0.0,2498.0,6188.0,3690.0,18565.0,8979.0,9586.0,1871.0,3654.0,1783.0,,,,,0.0,,9400.0,Monaco
1985,20800.0,28807.0,0.0,2516.0,6238.0,3722.0,18801.0,9128.0,9673.0,1928.0,3768.0,1841.0,,,,,0.0,,9400.0,Monaco
1986,21000.0,29171.0,0.0,2545.0,6298.0,3753.0,19020.0,9259.0,9761.0,1970.0,3853.0,1882.0,,,,,0.0,,12500.0,Monaco
1987,21500.0,29500.0,0.0,2585.0,6370.0,3785.0,19225.0,9380.0,9844.0,1995.0,3905.0,1909.0,,,,,0.0,,12500.0,Monaco
1988,22100.0,29802.0,0.0,2633.0,6454.0,3820.0,19424.0,9497.0,9927.0,2006.0,3925.0,1918.0,,,,,0.0,,12500.0,Monaco
1989,23000.0,30078.0,0.0,2686.0,6540.0,3855.0,19657.0,9629.0,10028.0,1978.0,3881.0,1903.0,,,,,0.0,,12500.0,Monaco
1990,24400.0,30329.0,0.0,2730.0,6617.0,3888.0,19872.0,9755.0,10116.0,1950.0,3840.0,1890.0,,,,,0.0,,12500.0,Monaco
1991,26020.0,30564.0,0.0,2751.0,6655.0,3904.0,20011.0,9843.0,10169.0,1984.0,3898.0,1914.0,,,,,0.0,,12500.0,Monaco
1992,29128.0,30794.0,0.0,2764.0,6673.0,3910.0,20123.0,9916.0,10207.0,2042.0,3998.0,1956.0,,,,,0.0,,12500.0,Monaco
1993,29816.0,31024.0,0.0,2779.0,6702.0,3923.0,20234.0,9991.0,10243.0,2095.0,4088.0,1993.0,,,,,1150.0,,12500.0,Monaco
1994,30446.0,31253.0,0.0,2797.0,6746.0,3950.0,20337.0,10065.0,10273.0,2140.0,4170.0,2030.0,,,,,2559.0,,12500.0,Monaco
1995,31027.0,31482.0,0.0,2819.0,6802.0,3983.0,20434.0,10139.0,10295.0,2182.0,4246.0,2063.0,,,,,3005.0,,12500.0,Monaco
1996,31680.0,31719.0,0.0,2846.0,6866.0,4021.0,20542.0,10217.0,10326.0,2222.0,4311.0,2090.0,,,,,5400.0,,12500.0,Monaco
1997,31200.0,31968.0,0.0,2885.0,6949.0,4063.0,20653.0,10293.0,10360.0,2257.0,4366.0,2108.0,,,,,7200.0,,12500.0,Monaco
1998,30200.0,32209.0,0.0,2939.0,7040.0,4102.0,20766.0,10371.0,10395.0,2285.0,4403.0,2118.0,,,,,11474.0,,12700.0,Monaco
1999,29789.0,32394.0,0.0,3000.0,7140.0,4140.0,20876.0,10452.0,10424.0,2275.0,4378.0,2102.0,,,,,13080.0,,28900.0,Monaco
2000,29969.0,32465.0,0.0,3050.0,7217.0,4166.0,20914.0,10488.0,10425.0,2252.0,4334.0,2082.0,,,,,13927.0,800.0,31479.0,Monaco
2001,29656.0,32444.0,0.0,3075.0,7245.0,4170.0,20834.0,10453.0,10381.0,2263.0,4365.0,2101.0,,,,,14302.0,2658.0,29905.0,Monaco
2002,33711.0,32386.0,0.0,3096.0,7258.0,4161.0,20696.0,10384.0,10311.0,2287.0,4432.0,2144.0,,,,,14874.0,4904.0,14959.0,Monaco
2003,33499.0,32316.0,0.0,3138.0,7296.0,4159.0,20551.0,10308.0,10243.0,2295.0,4469.0,2174.0,,,,,15081.0,6535.0,14024.0,Monaco
2004,33845.0,32236.0,0.0,3188.0,7355.0,4168.0,20407.0,10229.0,10179.0,2288.0,4473.0,2186.0,,,,,15750.0,7606.0,12022.0,Monaco
2005,33986.0,32141.0,0.0,3244.0,7425.0,4181.0,20271.0,10152.0,10119.0,2266.0,4445.0,2179.0,,,,,17191.0,9500.0,12249.0,Monaco
2006,34347.0,32011.0,0.0,3302.0,7497.0,4195.0,20141.0,10079.0,10061.0,2223.0,4374.0,2152.0,,,,,18307.0,11000.0,14092.0,Monaco
2007,34700.0,31823.0,0.0,3354.0,7559.0,4204.0,20004.0,10003.0,10001.0,2161.0,4261.0,2100.0,,,,,20400.0,12300.0,15170.0,Monaco
2008,35000.0,31862.0,0.0,3476.0,7783.0,4307.0,19894.0,9943.0,9951.0,2124.0,4185.0,2061.0,,,,,22000.0,13000.0,13071.0,Monaco
2009,43179.0,32401.0,0.0,3751.0,8344.0,4593.0,19834.0,9919.0,9915.0,2143.0,4223.0,2080.0,,,,,23000.0,13400.0,10351.0,Monaco
2010,42910.0,33178.0,0.0,4118.0,9080.0,4963.0,19792.0,9906.0,9886.0,2183.0,4305.0,2122.0,,693677600.0,,4673870000.0,23414.0,13800.0,10067.0,Monaco
2011,44495.0,33945.0,0.0,4501.0,9830.0,5330.0,19747.0,9886.0,9861.0,2217.0,4367.0,2150.0,,780902000.0,,4822244000.0,31789.0,15920.0,10603.0,Monaco
2012,45743.0,34700.0,0.0,4887.0,10580.0,5693.0,19711.0,9871.0,9840.0,2239.0,4409.0,2170.0,,742515700.0,,4551330000.0,33195.0,16258.0,11034.546,Monaco
2013,46850.0,35425.0,0.0,5262.0,11302.0,6041.0,19692.0,9859.0,9834.0,2249.0,4430.0,2181.0,,916589200.0,,5118077000.0,35464.0,16896.0,10956.0,Monaco
2014,50610.0,36110.0,0.0,5623.0,11989.0,6366.0,19686.0,9845.0,9840.0,2248.0,4435.0,2187.0,,892918850.0,,5632656000.0,33675.0,17800.0,10928.727,Monaco
2015,49085.0,36760.0,0.0,5969.0,12643.0,6675.0,19673.0,9828.0,9846.0,2247.0,4443.0,2197.0,,1102074800.0,,4710862300.0,34020.0,18354.0,10728.0,Monaco
2016,46575.0,37071.0,0.0,6146.0,12990.0,6845.0,19610.0,9782.0,9827.0,2259.0,4471.0,2212.0,,1181425700.0,,4842152000.0,33297.0,18614.0,611.0,Monaco
2017,47013.0,37044.0,0.0,6164.0,13037.0,6873.0,19499.0,9714.0,9785.0,2281.0,4508.0,2228.0,,823203800.0,,5143244300.0,32978.0,19258.0,3.0,Monaco
2018,43374.0,37029.0,0.0,6192.0,13099.0,6907.0,19378.0,9642.0,9735.0,2308.0,4553.0,2245.0,,944496960.0,,5750472000.0,32689.0,19684.0,3.0,Monaco
2019,44119.0,37034.0,0.0,6240.0,13192.0,6952.0,19233.0,9565.0,9669.0,2340.0,4609.0,2269.0,,962498600.0,,5791895000.0,33783.0,20476.0,3.0,Monaco
2020,43706.0,36922.0,0.0,6268.0,13236.0,6968.0,19028.0,9462.0,9567.0,2365.0,4657.0,2292.0,,1002627100.0,,5164934000.0,35485.0,20877.0,,Monaco
2021,42812.0,36686.0,0.0,6252.0,13196.0,6944.0,18792.0,9346.0,9446.0,2384.0,4698.0,2314.0,,1076049700.0,,6884210700.0,36255.0,21158.0,,Monaco
1960,,348906.0,628997.0,21852.0,51250.0,29398.0,554389.0,277557.0,276832.0,186661.0,372264.0,185602.0,,,,,0.0,,,Mongolia
1961,,381154.0,630348.0,24690.0,56778.0,32087.0,561309.0,282040.0,279269.0,197573.0,393416.0,195843.0,,,,,,,,Mongolia
1962,,415304.0,630011.0,27826.0,62694.0,34868.0,567967.0,286358.0,281610.0,208369.0,414654.0,206286.0,,,,,,,,Mongolia
1963,,441717.0,634171.0,29583.0,65941.0,36357.0,573514.0,289488.0,284026.0,219311.0,436433.0,217121.0,,,,,,,,Mongolia
1964,,459105.0,644912.0,29861.0,66475.0,36615.0,578105.0,291526.0,286579.0,230887.0,459437.0,228550.0,,,,,,,,Mongolia
1965,,477603.0,656469.0,30348.0,67491.0,37143.0,583091.0,293786.0,289306.0,243076.0,483489.0,240413.0,,,,,0.0,,,Mongolia
1966,,497156.0,668590.0,31032.0,68928.0,37896.0,589025.0,296611.0,292413.0,255330.0,507794.0,252465.0,,,,,,,,Mongolia
1967,,517393.0,680804.0,31851.0,70582.0,38731.0,596272.0,300190.0,296082.0,267011.0,531343.0,264332.0,,,,,,,,Mongolia
1968,,537897.0,692509.0,32791.0,72357.0,39566.0,605329.0,304707.0,300622.0,277384.0,552720.0,275336.0,,,,,,,,Mongolia
1969,,559470.0,702417.0,33270.0,73325.0,40055.0,617506.0,310833.0,306673.0,286172.0,571056.0,284884.0,,,,,,,,Mongolia
1970,,582919.0,710961.0,33172.0,73425.0,40253.0,632457.0,318357.0,314099.0,294468.0,587998.0,293530.0,,,,,0.0,,,Mongolia
1971,,607725.0,720056.0,33032.0,73617.0,40585.0,648776.0,326518.0,322258.0,303277.0,605387.0,302110.0,,,,,,,,Mongolia
1972,,634061.0,729774.0,32958.0,74041.0,41083.0,666702.0,335495.0,331207.0,312433.0,623092.0,310659.0,,,,,,,,Mongolia
1973,,662044.0,740265.0,32993.0,74703.0,41709.0,686650.0,345532.0,341117.0,321787.0,640956.0,319168.0,,,,,,,,Mongolia
1974,,691736.0,751394.0,33163.0,75604.0,42441.0,708729.0,356719.0,352010.0,331152.0,658797.0,327645.0,,,,,,,,Mongolia
1975,,722878.0,762813.0,33443.0,76699.0,43257.0,733037.0,369135.0,363903.0,340074.0,675954.0,335881.0,,,,,0.0,,,Mongolia
1976,,755077.0,774007.0,33747.0,77829.0,44083.0,759340.0,382614.0,376727.0,348301.0,691914.0,343613.0,,,,,0.0,,,Mongolia
1977,,787878.0,784638.0,33971.0,78801.0,44830.0,787417.0,396987.0,390431.0,355659.0,706298.0,350639.0,,,,,0.0,,,Mongolia
1978,,821297.0,794571.0,34091.0,79590.0,45499.0,817153.0,412161.0,404993.0,362062.0,719125.0,357063.0,,,,,0.0,,,Mongolia
1979,,853387.0,804061.0,34229.0,80423.0,46193.0,846812.0,427127.0,419685.0,367504.0,730214.0,362709.0,,,,,0.0,,,Mongolia
1980,,884255.0,813525.0,34364.0,81197.0,46832.0,875618.0,441463.0,434155.0,372851.0,740965.0,368115.0,,,,,0.0,,,Mongolia
1981,,916152.0,823069.0,34413.0,81720.0,47307.0,904439.0,455709.0,448730.0,378926.0,753062.0,374135.0,386775000.0,576974000.0,,,0.0,,,Mongolia
1982,42902.0,949128.0,832669.0,34398.0,82007.0,47609.0,933576.0,470042.0,463534.0,385560.0,766214.0,380654.0,460361800.0,655832500.0,,,0.0,,,Mongolia
1983,45000.0,983361.0,842412.0,34355.0,82144.0,47788.0,963250.0,484623.0,478626.0,392690.0,780380.0,387690.0,501954340.0,717192900.0,,,0.0,,,Mongolia
1984,47000.0,1019152.0,852500.0,34416.0,82459.0,48043.0,993466.0,499530.0,493936.0,400313.0,795727.0,395414.0,361001860.0,566066750.0,,,0.0,,,Mongolia
1985,49000.0,1056627.0,863117.0,34575.0,82959.0,48383.0,1024206.0,514756.0,509450.0,408548.0,812580.0,404031.0,358602270.0,594238900.0,,,0.0,,,Mongolia
1986,51000.0,1095823.0,874089.0,34678.0,83348.0,48670.0,1055512.0,530246.0,525266.0,417489.0,831052.0,413563.0,540702900.0,818915800.0,,,0.0,,,Mongolia
1987,53000.0,1136387.0,885115.0,34677.0,83505.0,48828.0,1087689.0,546068.0,541621.0,426784.0,850309.0,423525.0,495910980.0,857645100.0,,,0.0,,,Mongolia
1988,55000.0,1177902.0,895869.0,34591.0,83426.0,48835.0,1121183.0,562403.0,558779.0,435876.0,869163.0,433287.0,532882100.0,923438340.0,,,0.0,,,Mongolia
1989,57000.0,1210524.0,910301.0,34472.0,83186.0,48714.0,1153716.0,578089.0,575626.0,443257.0,883924.0,440667.0,554966660.0,1387666700.0,1169733400.0,,0.0,,,Mongolia
1990,66357.0,1232730.0,928703.0,34369.0,82886.0,48517.0,1184605.0,592830.0,591775.0,448583.0,893942.0,445359.0,319428220.0,1055407900.0,521598180.0,1109649500.0,0.0,,,Mongolia
1991,68480.0,1253758.0,946319.0,34250.0,82516.0,48266.0,1215622.0,607581.0,608041.0,452866.0,901939.0,449073.0,280999420.0,816876200.0,403639840.0,1046479550.0,0.0,,9800.0,Mongolia
1992,69225.0,1273504.0,962990.0,34064.0,81982.0,47917.0,1246876.0,622445.0,624431.0,455958.0,907636.0,451678.0,336743460.0,457098980.0,244966030.0,444534660.0,0.0,,17900.0,Mongolia
1993,66399.0,1291716.0,978595.0,33845.0,81380.0,47535.0,1278433.0,637525.0,640908.0,457561.0,910498.0,452937.0,197551180.0,230844220.0,125127980.0,280898900.0,0.0,,10000.0,Mongolia
1994,69114.0,1308431.0,993079.0,33733.0,81047.0,47314.0,1310051.0,652749.0,657302.0,457596.0,910411.0,452816.0,254438740.0,290908130.0,155320340.0,323469380.0,0.0,,10000.0,Mongolia
1995,77745.0,1323746.0,1006588.0,33849.0,81226.0,47377.0,1341254.0,667882.0,673372.0,456302.0,907854.0,451552.0,472575520.0,476957760.0,250955230.0,425678300.0,0.0,,10500.0,Mongolia
1996,83688.0,1337852.0,1019181.0,34107.0,81721.0,47614.0,1371752.0,682708.0,689044.0,454079.0,903561.0,449482.0,517792540.0,318316260.0,103307096.0,427321180.0,900.0,,10500.0,Mongolia
1997,87309.0,1350798.0,1030973.0,34328.0,82203.0,47875.0,1402039.0,697399.0,704640.0,450954.0,897529.0,446575.0,380696400.0,336858850.0,99874500.0,378709020.0,2000.0,,4900.0,Mongolia
1998,103353.0,1362973.0,1042175.0,34506.0,82644.0,48138.0,1433440.0,712620.0,720821.0,446619.0,889064.0,442446.0,364693860.0,254177870.0,79600056.0,420297020.0,9032.0,,4900.0,Mongolia
1999,103400.0,1375083.0,1053405.0,34681.0,83039.0,48357.0,1467138.0,728935.0,738203.0,441209.0,878311.0,437102.0,335175600.0,235847000.0,74300984.0,393095940.0,34562.0,,2200.0,Mongolia
2000,117500.0,1400318.0,1050661.0,35196.0,83930.0,48734.0,1504193.0,747376.0,756817.0,433790.0,862856.0,429067.0,311765700.0,252347070.0,76198620.0,445639680.0,154600.0,,6200.0,Mongolia
2001,124315.0,1439598.0,1033003.0,36036.0,85390.0,49353.0,1543652.0,767436.0,776216.0,424736.0,843559.0,418822.0,291245020.0,278222620.0,104608150.0,535805860.0,195000.0,49.0,5947.0,Mongolia
2002,128000.0,1479408.0,1015209.0,36814.0,86901.0,50088.0,1583655.0,787557.0,796098.0,415579.0,824061.0,408483.0,264216130.0,314010340.0,89289096.0,650715650.0,216000.0,90.0,6264.0,Mongolia
2003,138137.0,1519385.0,997069.0,37546.0,88538.0,50992.0,1623833.0,807598.0,816235.0,406120.0,804083.0,397963.0,294165120.0,402333280.0,106015890.0,720345800.0,319000.0,500.0,7358.0,Mongolia
2004,145981.0,1559392.0,978557.0,38455.0,90648.0,52193.0,1663302.0,827265.0,836037.0,396517.0,784000.0,387483.0,399006530.0,564421060.0,110164904.0,801504830.0,428695.0,900.0,6702.0,Mongolia
2005,156045.0,1599381.0,959874.0,39655.0,93385.0,53730.0,1700690.0,845937.0,854753.0,387482.0,765180.0,377697.0,499595900.0,820039940.0,145327840.0,945184960.0,557207.0,1800.0,5332.0,Mongolia
2006,195122.0,1639992.0,941250.0,40854.0,96170.0,55317.0,1734802.0,863087.0,871714.0,380339.0,750270.0,369931.0,602364740.0,1320987100.0,185543540.0,1147180700.0,774900.0,3500.0,6169.0,Mongolia
2007,183440.0,1682307.0,923336.0,41799.0,98487.0,56688.0,1765058.0,878476.0,886582.0,376514.0,742098.0,365584.0,780424300.0,1598067700.0,264439700.0,1436253400.0,1194583.0,7395.0,6158.0,Mongolia
2008,200494.0,1727329.0,906558.0,42489.0,100284.0,57795.0,1792060.0,892345.0,899715.0,376479.0,741543.0,365065.0,1080508000.0,1734820500.0,368997950.0,2230761000.0,1763178.0,32504.0,5592.0,Mongolia
2009,188875.0,1775498.0,891215.0,42989.0,101686.0,58698.0,1816723.0,905071.0,911652.0,380109.0,748304.0,368195.0,818879100.0,1377747700.0,295591970.0,1975643500.0,2249023.0,40077.0,4783.0,Mongolia
2010,193239.0,1826012.0,876508.0,43382.0,102895.0,59513.0,1840483.0,917227.0,923255.0,385763.0,759142.0,373379.0,843510500.0,2386494500.0,489892260.0,3223799000.0,2510470.0,76754.0,6528.0,Mongolia
2011,187561.0,1864863.0,879075.0,43714.0,104228.0,60514.0,1868159.0,930572.0,937586.0,392262.0,771551.0,379288.0,1072975000.0,3261779700.0,735966700.0,4766230000.0,2942313.0,94052.0,7194.2583,Mongolia
2012,176706.0,1899635.0,892714.0,44077.0,105861.0,61784.0,1898699.0,944724.0,953975.0,400812.0,787790.0,386977.0,1383923200.0,3782681300.0,919773630.0,5760193000.0,3375205.0,110165.0,9611.028,Mongolia
2013,175698.0,1937464.0,907689.0,44603.0,107944.0,63341.0,1927681.0,958194.0,969487.0,412280.0,809528.0,397248.0,1687773800.0,3838414600.0,1097370500.0,5626356000.0,2877584.0,139729.0,4212.0,Mongolia
2014,228327.0,1978651.0,924172.0,45255.0,110435.0,65180.0,1955829.0,971380.0,984449.0,426575.0,836560.0,409984.0,1631166300.0,3851061500.0,1073157060.0,5602704400.0,3027243.0,197247.0,5705.5615,Mongolia
2015,255634.0,2022848.0,941901.0,46270.0,113819.0,67548.0,1982659.0,984048.0,998611.0,443323.0,868271.0,424948.0,1635988200.0,3662111000.0,815194240.0,5364743700.0,3068156.0,208047.0,5219.0,Mongolia
2016,225287.0,2069095.0,960460.0,47437.0,117541.0,70103.0,2008098.0,996013.0,1012084.0,462183.0,903917.0,441733.0,1411963500.0,3709756400.0,745517200.0,5129508000.0,3367573.0,226147.0,6009.0,Mongolia
2017,292594.0,2116539.0,979491.0,48853.0,121673.0,72820.0,2031574.0,1006979.0,1024594.0,482766.0,942783.0,460017.0,1278648800.0,4295951000.0,791976260.0,4865157600.0,3886167.0,285093.0,5277.0,Mongolia
2018,369853.0,2165594.0,998397.0,50723.0,127001.0,76278.0,2052768.0,1016986.0,1035782.0,504624.0,984222.0,479598.0,1505993200.0,5004470000.0,929479600.0,5244580000.0,4222041.0,306150.0,7777.0,Mongolia
2019,351361.0,2215604.0,1016826.0,52801.0,133278.0,80476.0,2072919.0,1026595.0,1046323.0,526698.0,1026234.0,499536.0,1642025300.0,5411585500.0,1004326460.0,5645695000.0,4418919.0,317317.0,8310.0,Mongolia
2020,160153.0,2261792.0,1032543.0,55132.0,140348.0,85216.0,2093145.0,1036332.0,1056813.0,544630.0,1060842.0,516212.0,1726115500.0,4932416000.0,1032576800.0,5390487000.0,4363919.0,307166.0,3166.0,Mongolia
2021,399237.0,2302772.0,1045010.0,57645.0,147929.0,90284.0,2114128.0,1046551.0,1067578.0,557266.0,1085725.0,528459.0,2012181000.0,5667536000.0,1086741000.0,6060295700.0,4687304.0,379727.0,,Mongolia
1960,,90291.0,390288.0,13130.0,32213.0,19084.0,274087.0,128434.0,145653.0,87783.0,174279.0,86495.0,,,,,,,,Montenegro
1961,,95782.0,395358.0,13457.0,33089.0,19632.0,279139.0,130988.0,148151.0,90167.0,178913.0,88745.0,,,,,,,,Montenegro
1962,,101703.0,400855.0,13874.0,34166.0,20292.0,285430.0,134182.0,151248.0,92382.0,182961.0,90579.0,,,,,,,,Montenegro
1963,,107780.0,405629.0,14325.0,35321.0,20996.0,292171.0,137639.0,154532.0,94040.0,185917.0,91876.0,,,,,,,,Montenegro
1964,,113586.0,408167.0,14714.0,36330.0,21616.0,298183.0,140786.0,157396.0,94830.0,187240.0,92410.0,,,,,,,,Montenegro
1965,,118771.0,407556.0,14984.0,37026.0,22042.0,302638.0,143218.0,159420.0,94617.0,186663.0,92045.0,,,,,,,,Montenegro
1966,,123093.0,403326.0,15107.0,37332.0,22225.0,304986.0,144647.0,160338.0,93362.0,184101.0,90738.0,,,,,,,,Montenegro
1967,,126621.0,396175.0,15075.0,37251.0,22176.0,305563.0,145214.0,160349.0,91294.0,179982.0,88688.0,,,,,,,,Montenegro
1968,,129779.0,387702.0,14969.0,36958.0,21990.0,305403.0,145394.0,160010.0,88838.0,175119.0,86282.0,,,,,,,,Montenegro
1969,,133237.0,380103.0,14903.0,36734.0,21831.0,306031.0,145908.0,160124.0,86534.0,170575.0,84042.0,,,,,,,,Montenegro
1970,,137597.0,374810.0,14983.0,36796.0,21814.0,308575.0,147304.0,161271.0,84725.0,167036.0,82311.0,,,,,,,,Montenegro
1971,,143135.0,372314.0,15252.0,37311.0,22059.0,313337.0,149846.0,163492.0,83623.0,164801.0,81178.0,,,,,,,,Montenegro
1972,,149784.0,372001.0,15692.0,38282.0,22590.0,319759.0,153340.0,166420.0,83169.0,163744.0,80575.0,,,,,,,,Montenegro
1973,,157258.0,372962.0,16250.0,39555.0,23305.0,327216.0,157428.0,169787.0,83077.0,163450.0,80372.0,,,,,,,,Montenegro
1974,,165076.0,373826.0,16842.0,40950.0,24108.0,334697.0,161597.0,173100.0,82986.0,163255.0,80269.0,,,,,,,,Montenegro
1975,,172810.0,373677.0,17419.0,42340.0,24921.0,341436.0,165463.0,175974.0,82673.0,162711.0,80038.0,,,,,,,,Montenegro
1976,,180301.0,372261.0,17968.0,43692.0,25724.0,347168.0,168866.0,178302.0,82095.0,161702.0,79608.0,,,,,,,,Montenegro
1977,,187635.0,369941.0,18514.0,45046.0,26531.0,352113.0,171872.0,180241.0,81360.0,160417.0,79057.0,,,,,,,,Montenegro
1978,,194980.0,367085.0,19042.0,46333.0,27291.0,356611.0,174615.0,181996.0,80617.0,159121.0,78505.0,,,,,,,,Montenegro
1979,,202628.0,364260.0,19525.0,47500.0,27975.0,361208.0,177352.0,183856.0,80054.0,158180.0,78126.0,,,,,,,,Montenegro
1980,,210794.0,361814.0,19930.0,48523.0,28593.0,366260.0,180266.0,185994.0,79793.0,157825.0,78032.0,,,,,,,,Montenegro
1981,,219563.0,359882.0,20185.0,49313.0,29128.0,372210.0,183583.0,188627.0,79825.0,157922.0,78097.0,,,,,,,,Montenegro
1982,,228836.0,358165.0,20232.0,49759.0,29527.0,378955.0,187282.0,191672.0,80057.0,158287.0,78229.0,,,,,,,,Montenegro
1983,,238326.0,356180.0,20098.0,49907.0,29809.0,385709.0,190996.0,194713.0,80390.0,158890.0,78500.0,,,,,,,,Montenegro
1984,,247588.0,353296.0,19929.0,50008.0,30079.0,391493.0,194219.0,197274.0,80625.0,159383.0,78758.0,,,,,,,,Montenegro
1985,,256235.0,349163.0,19843.0,50191.0,30348.0,395741.0,196656.0,199085.0,80627.0,159465.0,78839.0,,,,,,,,Montenegro
1986,,264087.0,343624.0,19806.0,50344.0,30538.0,398325.0,198222.0,200103.0,80362.0,159042.0,78680.0,,,,,,,,Montenegro
1987,,271196.0,336948.0,19785.0,50434.0,30649.0,399541.0,199022.0,200519.0,79881.0,158169.0,78288.0,,,,,,,,Montenegro
1988,,277825.0,329588.0,19768.0,50528.0,30760.0,399879.0,199284.0,200595.0,79279.0,157006.0,77727.0,,,,,,,,Montenegro
